record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
45886,345072,CAROLINA RIVERS NURSING AND REHABILITATION CENTER,1839 ONSLOW DRIVE EXTENSION,JACKSONVILLE,NC,28540,9104553610,660,Onslow,For profit - Corporation,120,65.7,,Medicare and Medicaid,N,"MAPLE LTC GROUP, LLC",1971-02-01,N,,N,Y,N,Resident,Yes,4,,4,,2,,4,,1,,2,,2,,,,1.86359,1.42816,0.41294,1.84110,3.70469,0.07075,2.04260,0.79973,0.43744,3.27978,1.87623,1.32378,0.36021,3.59122,2019-09-27,3,3,0,16,1,0,16,2018-08-16,3,3,0,12,1,0,12,2017-07-15,0,0,0,0,0,0,0,12.000,0,0,0,0,0,0,0,"1839 ONSLOW DRIVE EXTENSION,JACKSONVILLE,NC,28540",2021-10-01,Onslow,133,37133,857,657,190,33,1737
45891,345077,SUNNYBROOK REHABILITATION CENTER,25 SUNNYBROOK ROAD,RALEIGH,NC,27610,9192316150,910,Wake,For profit - Limited Liability company,95,68.3,,Medicare and Medicaid,N,SUNNYBROOK REHABILITATION CENTER LLC,1973-09-01,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,5,,1,,1,,,,1.97383,1.04494,0.36216,1.40710,3.38093,0.29607,1.94444,0.83030,0.45544,3.23018,2.08754,0.93292,0.30343,3.32771,2021-05-14,10,10,4,48,1,0,48,2020-02-27,2,2,0,0,0,0,0,2019-02-11,6,2,4,24,1,0,24,28.000,0,11,0,2,22423,0,2,"25 SUNNYBROOK ROAD,RALEIGH,NC,27610",2021-10-01,Wake,183,37183,944,500,173,142,1759
45896,345078,HIGHLAND FARMS,200 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,8286696473,100,Buncombe,Non profit - Other,60,44.8,,Medicare and Medicaid,N,GIVENS HIGHLAND FARMS LLC,1971-11-01,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,5,,5,,,,2.84392,1.21784,1.02584,2.24368,5.08760,0.12215,2.04110,0.61982,0.26948,2.93040,2.86531,1.45651,1.45261,5.51977,2021-07-28,2,2,0,12,1,0,12,2019-05-16,0,0,0,0,0,0,0,2018-05-03,2,2,0,12,1,0,12,8.000,0,0,0,0,0,0,0,"200 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711",2021-10-01,Buncombe,21,37021,892,382,322,38,1634
45901,345080,BRIAN CENTER HEALTH & REHAB HICKORY VIEWMONT,220 13TH AVENUE PLACE NW,HICKORY,NC,28601,8283285646,170,Catawba,For profit - Corporation,104,77.7,,Medicare and Medicaid,N,SSC HICKORY 13TH OPERATING COMPANY LLC,1977-01-01,N,,N,N,N,Resident,Yes,2,,2,,3,,2,,4,,3,,3,,,,1.95796,0.72882,0.603,1.33182,3.28979,0.09149,2.02754,0.83203,0.44492,3.30449,1.98589,0.64933,0.51716,3.16518,2021-03-25,14,12,2,60,1,0,60,2019-08-29,5,3,1,32,1,0,32,2018-07-19,4,4,0,24,1,0,24,44.667,0,8,4,2,17683,0,2,"220 13TH AVENUE PLACE NW,HICKORY,NC,28601",2021-10-01,Catawba,35,37035,1065,396,328,50,1839
45906,345081,ACCORDIUS HEALTH AT ROSE MANOR LLC,4230 NORTH ROXBORO STREET,DURHAM,NC,27704,9194779805,310,Durham,For profit - Corporation,111,81.4,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT ROSE MANOR LLC,1973-09-01,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,3,,2,,2,,,,1.46491,1.01928,0.35178,1.37106,2.83597,0.05427,2.09435,0.80184,0.41917,3.31537,1.43840,0.94230,0.32023,2.71960,2021-05-11,2,1,2,104,1,0,104,2019-05-16,7,3,4,36,1,0,36,2018-04-19,3,2,1,36,1,0,36,70.000,0,6,1,3,94912,0,3,"4230 NORTH ROXBORO STREET,DURHAM,NC,27704",2021-10-01,Durham,63,37063,835,581,200,31,1647
45911,345083,ACCORDIUS HEALTH AT RUTHERFORD LLC,188 OSCAR JUSTICE ROAD,RUTHERFORDTON,NC,28139,8282869001,800,Rutherford,For profit - Corporation,80,64.4,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT RUTHERFORD LLC,1972-12-13,N,,N,Y,N,Resident,Yes,4,,3,,5,,5,,5,,2,,1,,,,2.59927,1.00293,0.23779,1.24072,3.83999,0.02562,2.21652,0.75516,0.36116,3.33285,2.41157,0.98450,0.25123,3.66311,2019-09-20,2,1,2,28,0,0,28,2018-09-27,2,2,0,8,1,0,8,2017-10-06,5,5,0,32,1,0,32,22.000,0,3,0,1,9750,0,1,"188 OSCAR JUSTICE ROAD,RUTHERFORDTON,NC,28139",2021-10-01,Rutherford,161,37161,1172,452,107,12,1743
45916,345088,TRINITY GLEN,849 WATERWORKS ROAD,WINSTON-SALEM,NC,27101,3365952166,330,Forsyth,Non profit - Church related,117,87.9,,Medicare and Medicaid,N,"LUTHERAN HOME-WINSTON-SALEM, INC.",1973-04-01,N,,N,N,N,Resident,Yes,3,,3,,1,,1,,1,,4,,3,,,,3.18666,0.82621,0.60714,1.43335,4.62002,0.0446,2.11102,0.77828,0.38682,3.27613,3.10429,0.78693,0.59893,4.48351,2019-12-05,4,4,0,16,1,0,16,2018-10-04,3,0,2,28,0,0,28,2017-11-02,5,5,0,24,1,0,24,21.333,1,0,1,1,6923,0,1,"849 WATERWORKS ROAD,WINSTON-SALEM,NC,27101",2021-10-01,Forsyth,67,37067,1961,508,374,27,2870
45921,345089,WALNUT COVE HEALTH AND REHABILITATION CENTER,511 WINDMILL STREET,WALNUT COVE,NC,27052,3365914353,840,Stokes,For profit - Corporation,90,77.9,,Medicare and Medicaid,N,"WALNUT COVE HEALTHCARE, LLC",1974-05-01,N,,N,Y,N,Resident,Yes,2,,2,,3,,4,,2,,2,,2,,,,1.96716,0.884,0.41,1.29400,3.26116,0.07471,2.04671,0.80138,0.43386,3.28194,1.97653,0.81771,0.36060,3.15919,2019-09-26,8,7,1,28,1,0,28,2018-10-29,9,7,4,153,1,0,153,2017-11-03,4,4,0,16,1,0,16,67.667,1,6,2,2,23377,0,2,"511 WINDMILL STREET,WALNUT COVE,NC,27052",2021-10-01,Stokes,169,37169,1073,482,224,41,1820
45926,345090,WESTCHESTER MANOR AT PROVIDENCE PLACE,1795 WESTCHESTER DRIVE,HIGH POINT,NC,27262,3368842222,400,Guilford,Non profit - Church related,129,90.1,,Medicare and Medicaid,N,PPRC NURSING HOME INC,1973-05-01,N,,N,Y,N,Resident,Yes,1,,2,,1,,1,,1,,2,,1,,,,2.48574,1.16928,0.32568,1.49495,3.98070,0.04818,2.09847,0.81471,0.43590,3.34908,2.43598,1.06389,0.28510,3.77893,2019-08-29,5,4,1,20,1,0,20,2018-09-19,12,11,0,48,1,0,48,2017-08-10,10,10,0,36,2,18,54,35.000,0,2,2,1,3250,0,1,"1795 WESTCHESTER DRIVE,HIGH POINT,NC,27262",2021-10-01,Guilford,81,37081,1568,737,205,30,2540
45931,345091,EDGEWOOD PLACE AT THE VILLAGE AT BROOKWOOD,1820 BROOKWOOD AVENUE,BURLINGTON,NC,27215,3365708400,000,Alamance,Non profit - Corporation,105,21.3,,Medicare and Medicaid,Y,"ALAMANCE EXTENDED CARE, INC.",1973-05-01,Y,,N,N,N,Both,Yes,5,,4,,4,,2,,5,,5,,5,,,,3.16291,1.353,1.46241,2.81541,5.97831,0.01953,2.06066,0.65838,0.29222,3.01126,3.15646,1.52338,1.90962,6.31199,2019-12-19,3,3,0,12,1,0,12,2018-11-29,0,0,0,0,0,0,0,2017-11-16,2,2,0,16,1,0,16,8.667,0,0,0,1,650,0,1,"1820 BROOKWOOD AVENUE,BURLINGTON,NC,27215",2021-10-01,Alamance,1,37001,472,202,218,3,895
45936,345092,THE CITADEL AT WINSTON SALEM,1900 W 1ST STREET,WINSTON-SALEM,NC,27104,3367242821,330,Forsyth,For profit - Corporation,230,138.2,,Medicare and Medicaid,N,CITADEL AT WINSTON SALEM LLC,1973-07-01,N,,N,N,N,Resident,Yes,1,,1,,2,,2,,1,,2,,1,,,,2.19943,1.09093,0.32015,1.41108,3.61051,0.06952,2.02877,0.76874,0.40361,3.20112,2.22945,1.05197,0.30268,3.58594,2021-04-27,12,8,6,64,1,0,64,2019-07-29,17,9,10,108,1,0,108,2018-08-23,20,19,1,112,1,0,112,86.667,2,42,4,4,40919,0,4,"1900 W 1ST STREET,WINSTON-SALEM,NC,27104",2021-10-01,Forsyth,67,37067,2128,1055,310,67,3560
45941,345093,MARYFIELD NURSING HOME,1315 GREENSBORO ROAD,HIGH POINT,NC,27260,3368214000,400,Guilford,Non profit - Corporation,115,102.3,,Medicare and Medicaid,N,"MARYFIELD, INC.",1973-07-01,Y,,N,Y,N,Both,Yes,5,,5,,4,,4,,4,,5,,5,,,,3.11785,0.75187,1.08811,1.83998,4.95784,0.06185,2.09739,0.65569,0.28080,3.03388,3.05700,0.85002,1.47866,5.19552,2019-09-12,0,0,0,0,0,0,0,2018-08-31,1,1,0,0,0,0,0,2017-07-26,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,"1315 GREENSBORO ROAD,HIGH POINT,NC,27260",2021-10-01,Guilford,81,37081,2233,538,779,44,3594
45946,345095,CHATHAM NURSING & REHABILITATION,700 JOHNSTON RIDGE ROAD,ELKIN,NC,28621,3365277600,850,Surry,For profit - Corporation,99,65.8,,Medicare and Medicaid,N,DGIS ELKIN INC DBA CHATHAM NURSING AND REHABILITATION,1975-09-01,N,,N,N,N,Both,Yes,1,,2,,3,,4,,3,,1,12,1,12,,,2.65944,0.39382,0.43251,0.82633,3.48577,0.11156,2.35144,0.84133,0.47761,3.67038,2.32582,0.34699,0.34556,3.01942,2019-11-07,4,3,2,32,1,0,32,2018-11-01,2,0,1,20,0,0,20,2017-09-29,17,17,0,96,2,48,144,46.667,0,3,1,0,0,0,0,"700 JOHNSTON RIDGE ROAD,ELKIN,NC,28621",2021-10-01,Surry,171,37171,1225,181,199,51,1656
45951,345096,HUNTERSVILLE OAKS,12019 VERHOEFF DRIVE,HUNTERSVILLE,NC,28078,7048631000,590,Mecklenburg,Non profit - Other,168,66.1,,Medicare and Medicaid,N,"AHSNF, INC.",1973-10-01,N,,N,Y,N,Resident,Yes,4,,3,,4,,3,,4,,5,,5,,,,2.48291,1.53609,1.06911,2.60520,5.08811,0.06562,2.13559,0.77800,0.38109,3.29468,2.39091,1.46361,1.07050,4.90997,2019-09-27,11,11,7,44,1,0,44,2018-11-29,3,2,0,16,1,0,16,2017-12-22,4,4,0,16,1,0,16,30.000,0,24,1,0,0,0,0,"12019 VERHOEFF DRIVE,HUNTERSVILLE,NC,28078",2021-10-01,Mecklenburg,119,37119,1149,711,495,30,2385
45956,345097,JESSE HELMS NURSING CENTER,1411 DOVE STREET,MONROE,NC,28111,9809933280,890,Union,Non profit - Other,70,48.6,,Medicare and Medicaid,N,"AHSNF, INC.",1973-06-18,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,5,,4,,4,,,,2.10411,1.15376,0.78161,1.93537,4.03948,0.09367,2.03194,0.69616,0.32078,3.04887,2.12950,1.22855,0.92977,4.21233,2021-06-10,3,3,0,16,1,0,16,2019-05-10,0,0,0,0,0,0,0,2018-05-10,2,2,0,8,1,0,8,9.333,0,0,0,1,655,0,1,"1411 DOVE STREET,MONROE,NC,28111",2021-10-01,Union,179,37179,716,393,266,32,1407
45961,345102,MAGGIE VALLEY NURSING AND REHABILITATION,75 FISHER LOOP,MAGGIE VALLEY,NC,28751,8289264326,430,Haywood,For profit - Corporation,114,95.2,,Medicare and Medicaid,N,MAGGIE VALLEY OPERATIONS LLC,1973-11-23,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,4,,3,,4,,,,1.85074,0.39141,0.96165,1.35305,3.20380,0.04046,2.25271,0.77093,0.36830,3.39194,1.68951,0.37635,0.99633,3.00298,2019-10-24,3,2,1,12,2,6,18,2018-10-12,2,2,1,8,1,0,8,2017-11-02,8,6,2,32,1,0,32,17.000,0,3,1,1,9503,0,1,"75 FISHER LOOP,MAGGIE VALLEY,NC,28751",2021-10-01,Haywood,87,37087,1233,261,641,27,2162
45966,345103,CARRINGTON PLACE,600 FULLWOOD LANE,MATTHEWS,NC,28105,7048414920,590,Mecklenburg,For profit - Corporation,166,117.1,,Medicare and Medicaid,N,"WESSEL'S NURSING HOME OF MATTHEWS, INC.",1974-01-25,N,,N,N,N,Resident,Yes,3,,3,,4,,3,,5,,3,,2,,,,2.94442,1.36078,0.48031,1.84109,4.78551,0.0,2.17751,0.74166,0.39432,3.31349,2.78074,1.36008,0.46480,4.59175,2020-03-17,4,4,1,24,1,0,24,2019-02-28,5,4,0,36,1,0,36,2018-02-01,2,2,0,16,1,0,16,26.667,0,1,1,0,0,0,0,"600 FULLWOOD LANE,MATTHEWS,NC,28105",2021-10-01,Mecklenburg,119,37119,2414,1115,394,0,3923
45971,345104,ZEBULON REHABILITATION CENTER,509 WEST GANNON AVENUE,ZEBULON,NC,27597,9192699621,910,Wake,For profit - Corporation,60,53.7,,Medicare and Medicaid,N,ZEBULON REHABILITATION CENTER LLC,1973-09-15,N,,N,Y,N,Resident,Yes,5,,4,,5,,5,,4,,3,,3,,,,1.95389,0.94662,0.61489,1.56151,3.51540,0.3108,2.12865,0.79642,0.40317,3.32823,1.88763,0.88109,0.58198,3.35812,2019-09-12,3,3,0,12,1,0,12,2018-08-29,0,0,0,0,0,0,0,2017-09-08,4,4,0,16,1,0,16,8.667,0,0,0,1,650,0,1,"509 WEST GANNON AVENUE,ZEBULON,NC,27597",2021-10-01,Wake,183,37183,734,356,231,117,1438
45976,345106,TRINITY RIDGE,2140 MEDICAL PARK DRIVE,HICKORY,NC,28602,8283226995,170,Catawba,Non profit - Church related,120,106.9,,Medicare and Medicaid,N,"LUTHERAN HOME - HICKORY WEST, INC",1973-12-10,N,,N,Y,N,Resident,Yes,3,,4,,4,,4,,4,,1,12,1,12,,,2.15141,0.80506,0.33479,1.13985,3.29126,0.03266,2.38694,0.80798,0.38430,3.57923,1.85354,0.73860,0.33243,2.92354,2019-09-19,4,4,0,28,1,0,28,2018-08-23,2,2,0,4,1,0,4,2017-07-26,0,0,0,0,0,0,0,15.333,0,0,0,1,650,0,1,"2140 MEDICAL PARK DRIVE,HICKORY,NC,28602",2021-10-01,Catawba,35,37035,1610,602,251,24,2487
45981,345109,TRINITY PLACE,24724 SOUTH BUSINESS 52,ALBEMARLE,NC,28001,7049828191,830,Stanly,Non profit - Corporation,76,70.8,,Medicare and Medicaid,N,"LUTHERAN HOME- ALBEMARLE, INC.",1973-10-04,N,,N,Y,N,Resident,Yes,4,,2,,5,,2,,5,,4,,4,,,,2.31153,0.75027,0.80206,1.55233,3.86386,0.06959,2.18765,0.73874,0.34686,3.27325,2.17292,0.75285,0.88235,3.75299,2019-08-22,6,5,0,28,1,0,28,2018-08-23,6,6,0,95,1,0,95,2017-07-13,6,5,1,88,1,0,88,60.333,0,0,1,1,12028,0,1,"24724 SOUTH BUSINESS 52,ALBEMARLE,NC,28001",2021-10-01,Stanly,167,37167,1146,372,398,34,1950
45986,345110,AUTUMN CARE OF WAYNESVILLE,360 OLD BALSAM ROAD,WAYNESVILLE,NC,28786,8284567381,430,Haywood,For profit - Corporation,90,72.8,,Medicare and Medicaid,N,AUTUMN CORPORATION,1974-03-06,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,4,,3,,3,,,,2.32322,0.53686,0.65403,1.19089,3.51411,0.11676,2.20595,0.75612,0.38369,3.34575,2.16579,0.52633,0.65045,3.33931,2021-03-11,1,1,0,4,1,0,4,2020-01-09,0,0,0,0,0,0,0,2019-02-01,3,3,3,12,1,0,12,4.000,0,0,0,0,0,0,0,"360 OLD BALSAM ROAD,WAYNESVILLE,NC,28786",2021-10-01,Haywood,87,37087,1184,274,333,60,1851
45991,345111,PENICK VILLAGE,401 EAST RHODE ISLAND AVENUE,SOUTHERN PINES,NC,28387,9106920306,620,Moore,For profit - Individual,50,30.3,,Medicare and Medicaid,N,"PENICK VILLAGE, INC",1974-01-01,Y,,N,N,N,Resident,Yes,2,,2,,1,,1,,2,,4,,4,,,,3.33996,1.64225,0.61413,2.25638,5.59633,0.12681,2.14334,0.65822,0.27996,3.08152,3.20457,1.84948,0.83706,5.77396,2021-07-28,8,8,2,52,0,0,52,2019-05-30,8,8,0,40,1,0,40,2018-05-10,8,8,0,28,1,0,28,44.000,3,1,0,1,650,0,1,"401 EAST RHODE ISLAND AVENUE,SOUTHERN PINES,NC,28387",2021-10-01,Moore,125,37125,708,348,130,27,1213
45996,345113,WILLOW CREEK NURSING AND REHABILITATION CENTER,2401 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,9197362121,950,Wayne,For profit - Limited Liability company,200,126.2,,Medicare and Medicaid,N,"BIRCH LTC GROUP, LLC",1974-06-01,N,,N,N,N,Resident,Yes,2,,2,,4,,2,,5,,3,,3,,,,2.20862,0.86542,0.78072,1.64615,3.85476,0.07699,1.97935,0.78089,0.54094,3.30118,2.29466,0.82153,0.55073,3.71248,2021-07-29,7,6,3,115,1,0,115,2020-02-14,3,3,1,12,1,0,12,2019-02-22,8,8,1,32,1,0,32,66.833,0,11,0,0,0,0,0,"2401 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534",2021-10-01,Wayne,191,37191,1951,765,690,68,3474
46001,345115,ACCORDIUS HEALTH AT SALISBURY,635 STATESVILLE BOULEVARD,SALISBURY,NC,28144,7046337390,790,Rowan,For profit - Limited Liability company,185,118.8,,Medicare and Medicaid,N,"ACCORDIUS HEALTH AT SALISBURY, LLC",1974-07-01,N,,Y,N,N,Resident,Yes,1,,1,,2,,2,,2,,2,,2,,,,2.14715,0.33769,0.32526,0.66294,2.81010,0.0284,1.90757,0.71416,0.35704,2.97877,2.31474,0.35051,0.34762,2.99930,2019-10-18,12,5,7,189,1,0,189,2018-09-26,11,10,0,44,1,0,44,2017-10-06,7,7,0,48,1,0,48,117.167,0,6,6,1,66166,0,1,"635 STATESVILLE BOULEVARD,SALISBURY,NC,28144",2021-10-01,Rowan,159,37159,1786,281,270,24,2361
46006,345116,"CAROLINA PINES AT GREENSBORO, LLC",109 S HOLDEN RD,GREENSBORO,NC,27407,3365225600,400,Guilford,For profit - Limited Liability company,126,64.1,,Medicare and Medicaid,N,CAROLINA PINES AT GREENSBORO LLC,1980-12-10,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,3,,2,,2,,,,1.54153,0.67983,0.35934,1.03917,2.58070,0.04422,2.01813,0.79810,0.42047,3.23670,1.57081,0.63143,0.32610,2.53495,2019-11-01,19,7,14,96,1,0,96,2018-10-19,9,9,0,44,1,0,44,2017-09-14,11,11,0,68,1,0,68,74.000,0,27,5,1,3250,0,1,"109 S HOLDEN RD,GREENSBORO,NC,27407",2021-10-01,Guilford,81,37081,692,305,161,20,1178
46011,345119,NORTHCHASE NURSING AND REHABILITATION CENTER,3015 ENTERPRISE DRIVE,WILMINGTON,NC,28405,9107913451,640,New Hanover,For profit - Limited Liability company,140,122.7,,Medicare and Medicaid,N,"REDWOOD LTC GROUP, LLC",1979-08-01,N,SFF Candidate,Y,Y,N,Resident,Yes,1,,1,,3,,3,,3,,3,,3,,,,2.26479,1.19712,0.63073,1.82785,4.09264,0.14032,1.97317,0.79844,0.43641,3.20802,2.36038,1.11142,0.55150,4.05603,2019-07-20,27,17,17,192,2,96,288,2018-11-29,6,2,3,40,1,0,40,2017-11-03,8,3,5,32,1,0,32,162.667,0,48,2,4,110965,1,5,"3015 ENTERPRISE DRIVE,WILMINGTON,NC,28405",2021-10-01,New Hanover,129,37129,1945,1028,542,121,3636
46016,345123,CAROLINA VILLAGE INC,600 CAROLINA VILLAGE ROAD SUITE Z,HENDERSONVILLE,NC,28792,8286926275,440,Henderson,Non profit - Corporation,58,44.2,,Medicare,N,Legal Business Name Not Available,1974-10-01,Y,,N,N,N,Resident,Yes,5,,4,,4,,3,,5,,5,,5,,,,3.00099,0.65015,1.47389,2.12404,5.12503,0.13927,2.11876,0.69441,0.33039,3.14356,2.91275,0.69403,1.70229,5.18334,2019-10-16,0,0,0,0,0,0,0,2018-09-26,2,1,0,16,1,0,16,2017-09-28,2,2,0,8,1,0,8,6.667,0,0,1,0,0,0,0,"600 CAROLINA VILLAGE ROAD SUITE Z,HENDERSONVILLE,NC,28792",2021-10-01,Henderson,89,37089,929,201,456,43,1629
46021,345124,PRUITTHEALTH-ELKIN,560 JOHNSON RIDGE ROAD,ELKIN,NC,28621,3368357802,850,Surry,For profit - Corporation,100,81.4,,Medicare and Medicaid,N,PRUITTHEALTH-ELKIN LLC,1974-09-12,N,,N,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,4,,,,1.91293,0.97785,0.80967,1.78752,3.70044,0.10945,2.19535,0.74649,0.36289,3.30473,1.79190,0.97103,0.85139,3.56003,2021-04-01,9,5,5,48,2,24,72,2020-01-09,5,5,1,28,1,0,28,2019-02-28,3,3,1,12,1,0,12,47.333,0,5,0,1,12100,0,1,"560 JOHNSON RIDGE ROAD,ELKIN,NC,28621",2021-10-01,Surry,171,37171,1090,557,461,62,2170
46026,345126,MOUNT OLIVE CENTER,228 SMITH CHAPEL ROAD,MOUNT OLIVE,NC,28365,9196589522,950,Wayne,For profit - Corporation,150,102.9,,Medicare and Medicaid,N,"SUNBRIDGE REGENCY - NORTH CAROLINA, LLC",1975-05-01,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,1,,2,,3,,,,1.60847,0.8266,0.4834,1.31001,2.91848,0.04369,1.93620,0.72369,0.35366,3.01355,1.70837,0.84670,0.52158,3.07903,2020-01-31,7,3,4,32,1,0,32,2019-02-28,3,2,1,32,1,0,32,2018-03-08,10,6,4,48,1,0,48,34.667,0,11,3,3,23427,1,4,"228 SMITH CHAPEL ROAD,MOUNT OLIVE,NC,28365",2021-10-01,Wayne,191,37191,1159,595,348,31,2133
46031,345127,WHITE OAK MANOR - TRYON,70 OAK STREET,TRYON,NC,28782,8288599161,740,Polk,For profit - Corporation,70,49.0,,Medicare and Medicaid,N,WHITE OAK MANOR TRYON INC,1974-12-19,Y,,N,Y,N,Resident,Yes,5,,4,,5,,5,,5,,4,,4,,,,2.56008,1.71845,0.78872,2.50717,5.06725,0.03125,2.24946,0.75491,0.33948,3.34385,2.34043,1.68742,0.88655,4.81793,2019-07-18,0,0,0,0,0,0,0,2018-07-20,3,3,0,20,1,0,20,2017-06-21,1,1,0,4,1,0,4,7.333,0,0,0,0,0,0,0,"70 OAK STREET,TRYON,NC,28782",2021-10-01,Polk,149,37149,878,589,271,11,1749
46036,345128,ACCORDIUS HEALTH AT STATESVILLE,520 VALLEY STREET,STATESVILLE,NC,28677,7045192500,480,Iredell,For profit - Limited Liability company,147,89.9,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT STATESVILLE LLC,1974-11-08,N,,N,Y,N,Resident,Yes,1,,1,,2,,2,,2,,1,,1,,,,1.88181,0.89671,0.298,1.19471,3.07652,0.05089,1.93432,0.75039,0.37604,3.06076,2.00063,0.88582,0.30239,3.19569,2019-06-14,17,17,6,76,1,0,76,2018-05-19,13,11,2,68,1,0,68,2017-03-10,13,10,3,84,1,0,84,74.667,0,8,2,1,57662,1,2,"520 VALLEY STREET,STATESVILLE,NC,28677",2021-10-01,Iredell,97,37097,1184,564,188,32,1968
46041,345129,DAVIE NURSING AND REHABILITATION CENTER,498 MADISON ROAD,MOCKSVILLE,NC,27028,3367513535,290,Davie,For profit - Limited Liability company,96,88.7,,Medicare and Medicaid,N,DAVIE NURSING AND REHABILITATION CENTER LLC,1976-10-01,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,3,,2,,2,,,,1.86133,0.73004,0.41434,1.14439,3.00572,0.10558,2.04211,0.74422,0.37789,3.16422,1.87440,0.72717,0.41839,3.02007,2020-02-13,9,8,1,16,1,0,16,2019-03-20,5,5,1,24,1,0,24,2018-04-20,9,4,5,201,1,0,201,49.500,0,10,1,2,107100,0,2,"498 MADISON ROAD,MOCKSVILLE,NC,27028",2021-10-01,Davie,59,37059,1156,453,257,66,1932
46046,345130,ACCORDIUS HEALTH AT CONCORD,515 LAKE CONCORD ROAD NE,CONCORD,NC,28025,7047844494,120,Cabarrus,For profit - Corporation,120,58.9,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT CONCORD LLC,1975-09-01,N,SFF Candidate,N,N,N,Resident,Yes,1,,1,,4,,4,,4,,2,,3,,,,1.61373,0.61979,0.66423,1.28401,2.89774,0.02922,2.13761,0.83779,0.47566,3.45107,1.55246,0.54839,0.53286,2.66957,2020-02-28,18,16,1,192,1,0,192,2019-04-18,18,14,5,214,1,0,214,2018-03-23,16,13,3,84,1,0,84,181.333,2,7,2,4,181265,2,6,"515 LAKE CONCORD ROAD NE,CONCORD,NC,28025",2021-10-01,Cabarrus,25,37025,665,256,274,12,1207
